N,P,K,temperature,humidity,ph,rainfall,indice
106.064,26.822,39.161,21.788,59.639,6.006,154.443,0.976
100.854,30.495,40.757,21.705,65.637,6.252,128.3,0.966
108.707,29.954,42.25,21.657,66.737,6.101,124.473,0.961
96.822,26.126,40.461,21.46,59.604,6.099,120.341,0.939
111.54,26.777,37.353,21.388,60.345,6.149,166.755,0.93
114.491,30.752,35.513,21.512,63.072,6.099,154.834,0.945
95.834,30.739,38.67,21.449,64.643,6.104,127.255,0.937
114.013,30.604,41.382,21.687,62.057,6.236,163.637,0.964
100.047,30.175,44.34,21.593,66.785,6.021,147.954,0.954
114.882,31.739,44.236,21.566,65.567,6.171,125.265,0.951
106.371,28.666,42.518,21.65,64.357,6.239,167.845,0.96
111.287,30.85,39.185,21.856,65.95,6.147,157.115,0.984
100.539,30.47,41.474,21.901,67.451,6.234,146.705,0.989
112.893,30.021,42.815,21.285,59.129,6.126,163.6,0.919
99.826,30.743,44.755,21.888,60.377,6.024,141.404,0.987
106.103,33.481,42.908,21.224,62.254,6.074,127.47,0.912
101.039,29.37,42.867,21.694,60.97,6.288,150.716,0.965
101.775,27.092,37.566,21.395,66.349,6.138,154.599,0.931
101.06,29.507,41.587,21.739,61.678,6.23,138.092,0.97
95.43,28.787,40.84,21.703,61.227,6.289,165.405,0.966
108.066,29.407,39.304,21.188,63.077,6.121,136.694,0.908
101.758,31.605,42.439,21.552,58.882,6.059,132.34,0.949
101.72,26.506,38.594,21.284,67.316,6.034,156.166,0.919
110.517,30.043,39.051,21.476,67.635,6.239,138.226,0.94
103.262,26.462,41.463,21.184,66.946,6.236,158.469,0.907
109.286,32.192,42.435,21.454,64.331,6.241,168.146,0.938
110.302,29.318,36.047,21.161,62.621,6.067,148.026,0.905
98.259,30.865,35.353,21.261,62.184,6.249,163.02,0.916
113.499,29.752,35.401,21.489,66.18,6.06,137.156,0.942
103.831,29.506,36.292,21.279,60.559,6.151,163.478,0.918
101.601,30.305,37.502,21.78,67.615,6.102,164.651,0.975
109.731,31.823,39.94,21.486,61.816,6.213,158.327,0.942
103.615,29.743,43.526,21.254,66.364,6.045,153.68,0.915

